time,P,G(i),H_sun,T2m,WS10m,Int
20161110:1309,81.09,355.95,17.63,27.02,3.52,0.0
20161110:1409,18.14,96.76,6.42,25.61,3.24,0.0
20161110:1509,0.0,0.0,0.0,23.83,2.55,0.0
20161110:1609,0.0,0.0,0.0,22.39,1.79,0.0
20161110:1709,0.0,0.0,0.0,21.43,1.17,0.0
20161110:1809,0.0,0.0,0.0,20.45,0.97,0.0
20161110:1909,0.0,0.0,0.0,19.59,1.17,0.0
20161110:2009,0.0,0.0,0.0,19.21,0.9,0.0
20161110:2109,0.0,0.0,0.0,19.21,0.55,0.0
20161110:2209,0.0,0.0,0.0,18.78,0.34,0.0
20161110:2309,0.0,0.0,0.0,18.4,0.28,0.0
20161111:0009,0.0,0.0,0.0,17.96,0.28,0.0
20161111:0109,0.0,0.0,0.0,17.28,0.21,0.0
20161111:0209,0.0,0.0,0.0,16.75,0.34,0.0
20161111:0309,0.0,0.0,0.0,16.43,0.41,0.0
20161111:0409,0.0,0.0,0.0,16.1,0.48,0.0
20161111:0509,42.88,197.53,11.76,16.19,0.41,0.0
20161111:0609,100.24,430.46,22.41,18.38,0.28,0.0
20161111:0709,164.73,719.31,31.47,20.95,0.97,0.0
20161111:0809,199.23,887.68,38.08,22.53,1.45,0.0
20161111:0909,203.5,913.21,41.22,23.98,1.72,0.0
20161111:1009,212.39,956.04,40.21,25.03,2.14,0.0
20161111:1109,202.86,903.85,35.29,25.68,2.55,0.0
20161111:1209,134.46,581.59,27.38,25.76,3.03,0.0
20161111:1309,96.98,419.89,17.47,25.27,3.52,0.0
20161111:1409,18.34,97.0,6.29,24.01,3.79,0.0
20161111:1509,0.0,0.0,0.0,22.18,3.45,0.0
20161111:1609,0.0,0.0,0.0,20.65,3.38,0.0
20161111:1709,0.0,0.0,0.0,19.56,2.9,0.0
20161111:1809,0.0,0.0,0.0,18.84,2.34,0.0
20161111:1909,0.0,0.0,0.0,18.75,2.21,0.0
20161111:2009,0.0,0.0,0.0,18.12,2.07,0.0
20161111:2109,0.0,0.0,0.0,17.51,1.86,0.0
20161111:2209,0.0,0.0,0.0,17.06,1.86,0.0
20161111:2309,0.0,0.0,0.0,16.64,2.0,0.0
20161112:0009,0.0,0.0,0.0,16.3,2.07,0.0
20161112:0109,0.0,0.0,0.0,16.05,2.07,0.0
20161112:0209,0.0,0.0,0.0,15.8,2.07,0.0
20161112:0309,0.0,0.0,0.0,15.49,2.0,0.0
20161112:0409,0.0,0.0,0.0,15.18,1.93,0.0
20161112:0509,42.83,196.06,11.56,15.54,1.79,0.0
20161112:0609,93.31,396.48,22.19,18.53,1.59,0.0
20161112:0709,142.55,615.04,31.22,22.23,1.72,0.0
20161112:0809,183.97,814.76,37.81,24.25,1.86,0.0
20161112:0909,200.66,911.97,40.94,25.86,1.52,0.0
20161112:1009,206.3,959.85,39.95,27.1,0.97,0.0
20161112:1109,192.25,896.14,35.07,28.0,0.62,0.0
20161112:1209,147.3,665.79,27.19,28.47,0.76,0.0
20161112:1309,65.63,295.84,17.31,28.37,1.31,0.0
20161112:1409,19.73,104.98,6.16,27.38,2.14,0.0
20161112:1509,0.0,0.0,0.0,25.27,2.76,0.0
20161112:1609,0.0,0.0,0.0,23.18,2.48,0.0
20161112:1709,0.0,0.0,0.0,21.68,1.79,0.0
20161112:1809,0.0,0.0,0.0,20.57,1.24,0.0
20161112:1909,0.0,0.0,0.0,19.5,1.1,0.0
20161112:2009,0.0,0.0,0.0,18.55,0.9,0.0
20161112:2109,0.0,0.0,0.0,18.59,0.41,0.0
20161112:2209,0.0,0.0,0.0,18.24,0.14,0.0
20161112:2309,0.0,0.0,0.0,17.95,0.28,0.0
20161113:0009,0.0,0.0,0.0,17.93,0.14,0.0
20161113:0109,0.0,0.0,0.0,17.93,0.0,0.0
20161113:0209,0.0,0.0,0.0,17.94,0.14,0.0
20161113:0309,0.0,0.0,0.0,17.72,0.69,0.0
20161113:0409,0.0,0.0,0.0,17.43,0.9,0.0
20161113:0509,18.25,92.46,11.36,17.8,0.69,0.0
20161113:0609,68.34,296.32,21.97,19.28,0.69,0.0
20161113:0709,161.61,705.68,30.98,21.7,1.1,0.0
20161113:0809,194.18,878.26,37.55,23.42,0.83,0.0
20161113:0909,192.48,883.35,40.67,25.22,0.69,0.0
20161113:1009,202.11,927.75,39.7,26.46,1.24,0.0
20161113:1109,172.62,771.36,34.84,27.19,1.93,0.0
20161113:1209,132.88,580.63,27.01,27.31,2.69,0.0
20161113:1309,109.41,475.92,17.16,26.49,3.52,0.0
20161113:1409,10.94,63.69,6.03,24.65,3.93,0.0
20161113:1509,0.0,0.0,0.0,22.53,3.52,0.0
20161113:1609,0.0,0.0,0.0,21.03,2.97,0.0
20161113:1709,0.0,0.0,0.0,20.08,2.14,0.0
20161113:1809,0.0,0.0,0.0,19.36,1.38,0.0
20161113:1909,0.0,0.0,0.0,18.8,1.1,0.0
20161113:2009,0.0,0.0,0.0,18.28,0.97,0.0
20161113:2109,0.0,0.0,0.0,18.03,1.03,0.0
20161113:2209,0.0,0.0,0.0,17.72,1.17,0.0
20161113:2309,0.0,0.0,0.0,17.52,1.31,0.0
20161114:0009,0.0,0.0,0.0,17.35,1.38,0.0
20161114:0109,0.0,0.0,0.0,17.22,1.24,0.0
20161114:0209,0.0,0.0,0.0,16.96,0.97,0.0
20161114:0309,0.0,0.0,0.0,16.69,0.76,0.0
20161114:0409,0.0,0.0,0.0,16.56,0.62,0.0
20161114:0509,20.5,101.93,11.16,16.8,0.34,0.0
20161114:0609,94.56,406.8,21.75,18.84,0.34,0.0
20161114:0709,163.49,711.77,30.74,20.97,1.1,0.0
20161114:0809,195.12,868.61,37.29,22.86,1.45,0.0
20161114:0909,213.16,967.66,40.41,24.28,1.52,0.0
20161114:1009,199.65,902.76,39.45,25.59,1.66,0.0
20161114:1109,190.21,854.14,34.63,26.56,1.93,0.0
20161114:1209,147.22,646.31,26.83,27.0,2.34,0.0
20161114:1309,65.27,289.98,17.02,26.7,2.83,0.0
20161114:1409,7.84,49.23,5.91,25.43,3.31,0.0
20161114:1509,0.0,0.0,0.0,23.28,3.24,0.0
20161114:1609,0.0,0.0,0.0,21.56,2.97,0.0
20161114:1709,0.0,0.0,0.0,20.46,2.14,0.0
20161114:1809,0.0,0.0,0.0,19.66,1.52,0.0
20161114:1909,0.0,0.0,0.0,19.07,1.52,0.0
20161114:2009,0.0,0.0,0.0,18.13,1.38,0.0
20161114:2109,0.0,0.0,0.0,17.33,1.38,0.0
20161114:2209,0.0,0.0,0.0,16.61,1.31,0.0
20161114:2309,0.0,0.0,0.0,16.3,1.24,0.0
20161115:0009,0.0,0.0,0.0,15.94,1.24,0.0
20161115:0109,0.0,0.0,0.0,15.55,1.31,0.0
20161115:0209,0.0,0.0,0.0,15.67,1.03,0.0
20161115:0309,0.0,0.0,0.0,16.05,0.62,0.0
20161115:0409,0.0,0.0,0.0,15.93,0.28,0.0
20161115:0509,26.68,128.4,10.97,16.06,0.21,0.0
20161115:0609,97.91,416.72,21.53,17.66,0.83,0.0
20161115:0709,159.12,679.12,30.5,19.92,2.0,0.0
20161115:0809,196.47,849.42,37.03,21.25,2.76,0.0
20161115:0909,216.77,946.78,40.14,22.34,3.24,0.0
20161115:1009,214.47,935.81,39.2,23.03,3.52,0.0
20161115:1109,195.81,847.32,34.42,23.37,3.59,0.0
20161115:1209,156.49,668.19,26.66,23.44,3.59,0.0
20161115:1309,104.57,446.78,16.88,22.96,3.72,0.0
20161115:1409,15.01,81.46,5.8,21.83,4.0,0.0
20161115:1509,0.0,0.0,0.0,20.24,3.86,0.0
20161115:1609,0.0,0.0,0.0,19.03,3.52,0.0
20161115:1709,0.0,0.0,0.0,18.12,2.76,0.0
20161115:1809,0.0,0.0,0.0,17.62,2.0,0.0
20161115:1909,0.0,0.0,0.0,17.47,1.93,0.0
20161115:2009,0.0,0.0,0.0,17.19,1.66,0.0
20161115:2109,0.0,0.0,0.0,16.64,1.38,0.0
20161115:2209,0.0,0.0,0.0,15.97,1.1,0.0
20161115:2309,0.0,0.0,0.0,15.66,0.9,0.0
20161116:0009,0.0,0.0,0.0,15.47,1.1,0.0
20161116:0109,0.0,0.0,0.0,15.51,1.38,0.0
20161116:0209,0.0,0.0,0.0,15.59,1.72,0.0
20161116:0309,0.0,0.0,0.0,15.84,2.0,0.0
20161116:0409,0.0,0.0,0.0,15.84,1.86,0.0
20161116:0509,21.34,105.06,10.77,15.95,2.14,0.0
20161116:0609,27.91,130.02,21.31,17.36,3.03,0.0
20161116:0709,44.59,197.57,30.26,19.11,4.14,0.0
20161116:0809,100.7,423.17,36.77,20.21,4.69,0.0
20161116:0909,215.24,914.19,39.89,20.93,5.1,0.0
20161116:1009,135.39,596.43,38.97,21.25,0.0,0.0
20161116:1109,84.32,367.99,34.21,21.19,0.0,0.0
20161116:1209,134.81,560.78,26.49,21.07,5.72,0.0
20161116:1309,24.72,118.35,16.74,20.58,5.66,0.0
20161116:1409,13.65,74.83,5.69,19.8,5.45,0.0
20161116:1509,0.0,0.0,0.0,18.91,4.28,0.0
20161116:1609,0.0,0.0,0.0,18.51,3.86,0.0
20161116:1709,0.0,0.0,0.0,17.99,3.38,0.0
20161116:1809,0.0,0.0,0.0,17.82,3.31,0.0
20161116:1909,0.0,0.0,0.0,17.51,3.45,0.0
20161116:2009,0.0,0.0,0.0,16.91,3.31,0.0
20161116:2109,0.0,0.0,0.0,16.41,3.17,0.0
20161116:2209,0.0,0.0,0.0,16.13,2.97,0.0
20161116:2309,0.0,0.0,0.0,15.55,2.83,0.0
20161117:0009,0.0,0.0,0.0,15.05,2.62,0.0
20161117:0109,0.0,0.0,0.0,15.07,2.55,0.0
20161117:0209,0.0,0.0,0.0,14.98,2.55,0.0
20161117:0309,0.0,0.0,0.0,14.63,2.28,0.0
20161117:0409,0.0,0.0,0.0,14.71,1.93,0.0
20161117:0509,17.39,87.79,10.58,14.71,1.79,0.0
20161117:0609,112.42,468.35,21.1,15.93,2.48,0.0
20161117:0709,162.77,680.6,30.02,17.92,3.1,0.0
20161117:0809,151.09,636.14,36.52,18.98,2.9,0.0
20161117:0909,156.92,667.15,39.64,20.0,2.69,0.0
20161117:1009,158.41,675.58,38.73,20.73,2.76,0.0
20161117:1109,160.46,683.92,34.01,21.33,2.97,0.0
20161117:1209,145.57,616.07,26.33,21.48,3.24,0.0
20161117:1309,95.38,405.06,16.61,21.13,3.52,0.0
20161117:1409,15.57,83.66,5.58,20.23,3.79,0.0
20161117:1509,0.0,0.0,0.0,18.97,3.31,0.0
20161117:1609,0.0,0.0,0.0,17.8,3.1,0.0
20161117:1709,0.0,0.0,0.0,16.81,2.48,0.0
20161117:1809,0.0,0.0,0.0,16.05,1.79,0.0
20161117:1909,0.0,0.0,0.0,15.79,1.86,0.0
20161117:2009,0.0,0.0,0.0,15.03,1.72,0.0
20161117:2109,0.0,0.0,0.0,14.4,1.72,0.0
20161117:2209,0.0,0.0,0.0,13.94,1.86,0.0
20161117:2309,0.0,0.0,0.0,13.55,2.07,0.0
20161118:0009,0.0,0.0,0.0,13.26,2.34,0.0
20161118:0109,0.0,0.0,0.0,12.92,2.48,0.0
20161118:0209,0.0,0.0,0.0,12.67,2.55,0.0
20161118:0309,0.0,0.0,0.0,12.44,2.62,0.0
20161118:0409,0.0,0.0,0.0,12.19,2.62,0.0
20161118:0509,47.15,213.07,10.39,12.46,2.41,0.0
20161118:0609,112.99,470.02,20.89,15.59,2.48,0.0
20161118:0709,166.86,699.58,29.79,18.78,3.38,0.0
20161118:0809,199.18,850.49,36.28,20.55,3.59,0.0
20161118:0909,177.25,761.01,39.39,21.91,3.24,0.0
20161118:1009,208.27,914.17,38.51,22.98,2.83,0.0
20161118:1109,187.07,819.51,33.82,23.69,2.41,0.0
20161118:1209,155.46,677.2,26.17,24.14,1.93,0.0
20161118:1309,107.18,465.54,16.49,24.25,2.07,0.0
20161118:1409,17.66,94.6,5.48,23.77,2.62,0.0
20161118:1509,0.0,0.0,0.0,22.27,2.9,0.0
20161118:1609,0.0,0.0,0.0,20.82,2.55,0.0
20161118:1709,0.0,0.0,0.0,19.83,1.79,0.0
20161118:1809,0.0,0.0,0.0,18.63,0.97,0.0
20161118:1909,0.0,0.0,0.0,18.56,0.34,0.0
20161118:2009,0.0,0.0,0.0,17.79,0.41,0.0
20161118:2109,0.0,0.0,0.0,16.81,0.97,0.0
20161118:2209,0.0,0.0,0.0,16.18,1.31,0.0
20161118:2309,0.0,0.0,0.0,16.01,1.59,0.0
20161119:0009,0.0,0.0,0.0,16.07,1.59,0.0
20161119:0109,0.0,0.0,0.0,16.79,1.24,0.0
20161119:0209,0.0,0.0,0.0,15.88,1.59,0.0
20161119:0309,0.0,0.0,0.0,15.5,2.34,0.0
20161119:0409,0.0,0.0,0.0,16.05,2.83,0.0
20161119:0509,9.37,53.61,10.19,16.93,3.72,0.0
20161119:0609,31.07,142.92,20.68,18.13,3.93,0.0
20161119:0709,64.54,276.78,29.56,19.6,4.48,0.0
20161119:0809,99.15,418.08,36.04,20.91,4.69,0.0
20161119:0909,77.12,331.24,39.15,21.79,4.41,0.0
20161119:1009,84.25,362.24,38.29,22.86,4.0,0.0
20161119:1109,122.08,521.01,33.63,23.66,3.66,0.0
20161119:1209,162.88,698.49,26.02,24.09,3.66,0.0
20161119:1309,105.78,454.46,16.37,24.12,3.72,0.0
20161119:1409,3.96,29.79,5.39,23.56,3.38,0.0
20161119:1509,0.0,0.0,0.0,22.06,3.1,0.0
20161119:1609,0.0,0.0,0.0,20.77,3.45,0.0
20161119:1709,0.0,0.0,0.0,19.93,3.66,0.0
20161119:1809,0.0,0.0,0.0,19.41,3.86,0.0
20161119:1909,0.0,0.0,0.0,19.41,4.14,0.0
20161119:2009,0.0,0.0,0.0,19.03,4.0,0.0
20161119:2109,0.0,0.0,0.0,18.66,3.93,0.0
20161119:2209,0.0,0.0,0.0,18.42,3.86,0.0
20161119:2309,0.0,0.0,0.0,18.27,3.86,0.0
20161120:0009,0.0,0.0,0.0,17.92,3.86,0.0
20161120:0109,0.0,0.0,0.0,17.68,3.93,0.0
20161120:0209,0.0,0.0,0.0,17.51,4.07,0.0
20161120:0309,0.0,0.0,0.0,17.13,4.21,0.0
20161120:0409,0.0,0.0,0.0,16.8,4.28,0.0
20161120:0509,43.6,201.74,10.0,16.97,4.34,0.0
20161120:0609,108.31,452.68,20.47,18.9,4.76,0.0
20161120:0709,161.16,673.73,29.34,21.16,5.31,0.0
20161120:0809,192.15,814.4,35.8,22.88,5.66,0.0
20161120:0909,208.14,892.22,38.91,24.07,5.72,0.0
20161120:1009,214.39,923.84,38.07,24.67,5.66,0.0
20161120:1109,189.11,810.26,33.45,24.98,5.45,0.0
20161120:1209,145.61,619.63,25.87,25.22,5.24,0.0
20161120:1309,89.73,386.67,16.25,24.97,4.9,0.0
20161120:1409,25.11,128.12,5.3,24.29,3.79,0.0
20161120:1509,0.0,0.0,0.0,23.06,3.66,0.0
20161120:1609,0.0,0.0,0.0,22.18,3.93,0.0
20161120:1709,0.0,0.0,0.0,21.66,4.21,0.0
20161120:1809,0.0,0.0,0.0,21.39,4.48,0.0
20161120:1909,0.0,0.0,0.0,20.93,4.55,0.0
20161120:2009,0.0,0.0,0.0,20.72,4.62,0.0
20161120:2109,0.0,0.0,0.0,20.25,4.34,0.0
20161120:2209,0.0,0.0,0.0,19.8,4.21,0.0
20161120:2309,0.0,0.0,0.0,19.41,4.14,0.0
20161121:0009,0.0,0.0,0.0,18.98,4.21,0.0
20161121:0109,0.0,0.0,0.0,18.54,4.34,0.0
20161121:0209,0.0,0.0,0.0,18.21,4.48,0.0
20161121:0309,0.0,0.0,0.0,17.73,4.62,0.0
20161121:0409,0.0,0.0,0.0,17.32,4.69,0.0
20161121:0509,38.49,180.0,9.82,17.45,4.97,0.0
20161121:0609,108.94,455.06,20.26,19.2,5.31,0.0
20161121:0709,165.35,689.4,29.12,21.33,6.07,0.0
20161121:0809,198.61,840.19,35.57,22.79,6.07,0.0
20161121:0909,219.01,939.87,38.68,23.89,5.86,0.0
20161121:1009,217.04,936.8,37.86,24.71,5.59,0.0
20161121:1109,195.83,843.17,33.28,25.29,5.24,0.0
20161121:1209,157.64,675.61,25.74,25.69,4.69,0.0
20161121:1309,95.06,411.19,16.15,25.6,4.21,0.0
20161121:1409,8.34,51.81,5.22,24.91,3.72,0.0
20161121:1509,0.0,0.0,0.0,23.2,3.72,0.0
20161121:1609,0.0,0.0,0.0,21.89,4.07,0.0
20161121:1709,0.0,0.0,0.0,21.02,4.34,0.0
20161121:1809,0.0,0.0,0.0,20.4,4.41,0.0
20161121:1909,0.0,0.0,0.0,20.22,4.48,0.0
20161121:2009,0.0,0.0,0.0,19.71,4.55,0.0
20161121:2109,0.0,0.0,0.0,19.23,4.55,0.0
20161121:2209,0.0,0.0,0.0,18.77,4.48,0.0
20161121:2309,0.0,0.0,0.0,18.29,4.55,0.0
20161122:0009,0.0,0.0,0.0,17.86,4.76,0.0
20161122:0109,0.0,0.0,0.0,17.45,4.83,0.0
20161122:0209,0.0,0.0,0.0,16.95,4.9,0.0
20161122:0309,0.0,0.0,0.0,16.6,5.03,0.0
20161122:0409,0.0,0.0,0.0,16.37,5.31,0.0
20161122:0509,32.21,152.29,9.63,16.38,5.66,0.0
20161122:0609,120.34,497.46,20.06,17.62,5.86,0.0
20161122:0709,166.0,685.17,28.9,19.67,6.48,0.0
20161122:0809,207.86,870.49,35.34,21.02,6.62,0.0
20161122:0909,190.78,801.65,38.46,21.94,6.55,0.0
20161122:1009,192.57,813.16,37.66,22.81,6.48,0.0
20161122:1109,198.54,840.21,33.11,23.43,6.48,0.0
20161122:1209,106.2,448.06,25.6,23.77,6.55,0.0
20161122:1309,81.17,347.4,16.05,23.51,6.48,0.0
20161122:1409,5.88,39.51,5.15,22.74,5.79,0.0
20161122:1509,0.0,0.0,0.0,21.61,5.66,0.0
20161122:1609,0.0,0.0,0.0,20.98,5.79,0.0
20161122:1709,0.0,0.0,0.0,20.49,5.86,0.0
20161122:1809,0.0,0.0,0.0,19.9,5.79,0.0
20161122:1909,0.0,0.0,0.0,19.85,5.59,0.0
20161122:2009,0.0,0.0,0.0,19.66,5.45,0.0
20161122:2109,0.0,0.0,0.0,19.56,5.52,0.0
20161122:2209,0.0,0.0,0.0,19.32,5.38,0.0
20161122:2309,0.0,0.0,0.0,18.58,5.52,0.0
20161123:0009,0.0,0.0,0.0,18.11,5.66,0.0
20161123:0109,0.0,0.0,0.0,17.81,5.86,0.0
20161123:0209,0.0,0.0,0.0,17.45,5.86,0.0
20161123:0309,0.0,0.0,0.0,16.99,5.72,0.0
20161123:0409,0.0,0.0,0.0,16.16,5.38,0.0
20161123:0509,7.92,47.05,9.44,15.8,5.31,0.0
20161123:0609,29.52,135.73,19.86,16.93,6.07,0.0
20161123:0709,89.6,372.12,28.68,18.58,7.03,0.0
20161123:0809,114.51,473.73,35.11,19.58,7.1,0.0
20161123:0909,84.48,356.47,38.24,20.55,7.03,0.0
20161123:1009,124.65,519.87,37.47,21.42,6.9,0.0
20161123:1109,206.34,866.8,32.95,21.89,6.69,0.0
20161123:1209,146.3,609.65,25.48,22.09,6.41,0.0
20161123:1309,101.18,425.77,15.95,21.59,6.21,0.0
20161123:1409,11.51,65.69,5.07,20.78,5.66,0.0
20161123:1509,0.0,0.0,0.0,19.44,5.31,0.0
20161123:1609,0.0,0.0,0.0,18.46,5.72,0.0
20161123:1709,0.0,0.0,0.0,17.82,6.07,0.0
20161123:1809,0.0,0.0,0.0,17.21,6.28,0.0
20161123:1909,0.0,0.0,0.0,16.53,6.0,0.0
20161123:2009,0.0,0.0,0.0,15.86,6.0,0.0
20161123:2109,0.0,0.0,0.0,15.31,6.07,0.0
20161123:2209,0.0,0.0,0.0,14.86,6.14,0.0
20161123:2309,0.0,0.0,0.0,14.46,6.28,0.0
20161124:0009,0.0,0.0,0.0,14.05,6.41,0.0
20161124:0109,0.0,0.0,0.0,13.43,6.62,0.0
20161124:0209,0.0,0.0,0.0,12.91,6.97,0.0
20161124:0309,0.0,0.0,0.0,12.39,7.17,0.0
20161124:0409,0.0,0.0,0.0,11.88,7.31,0.0
20161124:0509,38.16,174.45,9.26,11.77,7.52,0.0
20161124:0609,110.36,444.46,19.66,12.82,7.86,0.0
20161124:0709,168.24,671.87,28.47,14.39,8.55,0.0
20161124:0809,201.88,813.59,34.9,15.49,8.69,0.0
20161124:0909,222.84,907.22,38.03,16.51,8.62,0.0
20161124:1009,238.89,979.62,37.28,17.37,8.69,0.0
20161124:1109,219.56,900.15,32.79,18.2,8.41,0.0
20161124:1209,154.39,628.9,25.36,18.61,8.21,0.0
20161124:1309,87.89,364.84,15.86,18.35,8.0,0.0
20161124:1409,10.85,61.75,5.01,17.43,7.1,0.0
20161124:1509,0.0,0.0,0.0,16.02,7.03,0.0
20161124:1609,0.0,0.0,0.0,15.08,7.24,0.0
20161124:1709,0.0,0.0,0.0,14.41,7.24,0.0
20161124:1809,0.0,0.0,0.0,13.96,7.24,0.0
20161124:1909,0.0,0.0,0.0,13.61,7.03,0.0
20161124:2009,0.0,0.0,0.0,13.19,6.97,0.0
20161124:2109,0.0,0.0,0.0,12.77,7.1,0.0
20161124:2209,0.0,0.0,0.0,12.29,7.1,0.0
20161124:2309,0.0,0.0,0.0,11.73,6.97,0.0
20161125:0009,0.0,0.0,0.0,11.16,6.83,0.0
20161125:0109,0.0,0.0,0.0,10.51,6.76,0.0
20161125:0209,0.0,0.0,0.0,9.95,6.76,0.0
20161125:0309,0.0,0.0,0.0,9.42,6.69,0.0
20161125:0409,0.0,0.0,0.0,8.92,6.69,0.0
20161125:0509,45.13,201.39,9.08,8.87,6.62,0.0
20161125:0609,118.45,472.36,19.47,10.27,6.76,0.0
20161125:0709,178.54,709.23,28.27,12.15,7.52,0.0
20161125:0809,212.87,856.26,34.68,13.6,7.66,0.0
20161125:0909,234.28,954.54,37.83,14.81,7.52,0.0
20161125:1009,229.04,937.88,37.1,15.81,7.31,0.0
20161125:1109,208.29,851.8,32.65,16.54,7.03,0.0
20161125:1209,165.72,674.43,25.24,16.92,6.69,0.0
20161125:1309,107.35,441.43,15.78,16.86,6.21,0.0
20161125:1409,11.27,63.25,4.95,16.07,5.17,0.0
20161125:1509,0.0,0.0,0.0,14.35,4.9,0.0
20161125:1609,0.0,0.0,0.0,13.14,5.17,0.0
20161125:1709,0.0,0.0,0.0,12.26,5.31,0.0
20161125:1809,0.0,0.0,0.0,11.56,5.24,0.0
20161125:1909,0.0,0.0,0.0,10.95,5.17,0.0
20161125:2009,0.0,0.0,0.0,10.34,5.1,0.0
20161125:2109,0.0,0.0,0.0,9.77,4.97,0.0
20161125:2209,0.0,0.0,0.0,9.28,4.69,0.0
20161125:2309,0.0,0.0,0.0,8.83,4.48,0.0
20161126:0009,0.0,0.0,0.0,8.39,4.21,0.0
20161126:0109,0.0,0.0,0.0,8.14,4.21,0.0
20161126:0209,0.0,0.0,0.0,7.8,4.21,0.0
20161126:0309,0.0,0.0,0.0,7.49,4.14,0.0
20161126:0409,0.0,0.0,0.0,7.18,3.93,0.0
20161126:0509,37.39,168.92,8.9,7.31,3.86,0.0
20161126:0609,109.02,438.26,19.28,9.58,4.0,0.0
20161126:0709,168.49,679.72,28.06,12.39,4.48,0.0
20161126:0809,205.06,843.24,34.48,14.43,4.55,0.0
20161126:0909,225.07,941.32,37.63,15.91,4.41,0.0
20161126:1009,223.07,940.61,36.92,16.93,4.07,0.0
20161126:1109,205.02,862.85,32.5,17.64,3.79,0.0
20161126:1209,162.64,676.68,25.13,17.9,3.66,0.0
20161126:1309,106.88,445.81,15.7,17.76,3.59,0.0
20161126:1409,12.82,70.67,4.9,17.01,3.24,0.0
20161126:1509,0.0,0.0,0.0,15.32,2.97,0.0
20161126:1609,0.0,0.0,0.0,13.87,3.17,0.0
20161126:1709,0.0,0.0,0.0,12.7,3.38,0.0
20161126:1809,0.0,0.0,0.0,11.82,3.72,0.0
20161126:1909,0.0,0.0,0.0,11.79,3.79,0.0
20161126:2009,0.0,0.0,0.0,11.18,3.86,0.0
20161126:2109,0.0,0.0,0.0,10.64,3.93,0.0
20161126:2209,0.0,0.0,0.0,10.19,4.0,0.0
20161126:2309,0.0,0.0,0.0,9.79,4.07,0.0
20161127:0009,0.0,0.0,0.0,9.46,4.14,0.0
20161127:0109,0.0,0.0,0.0,9.2,4.14,0.0
20161127:0209,0.0,0.0,0.0,8.93,4.14,0.0
20161127:0309,0.0,0.0,0.0,8.67,4.07,0.0
20161127:0409,0.0,0.0,0.0,8.45,4.14,0.0
20161127:0509,38.46,174.67,8.72,8.62,4.07,0.0
20161127:0609,110.25,445.79,19.09,10.9,4.07,0.0
20161127:0709,167.67,681.96,27.86,14.32,4.62,0.0
20161127:0809,201.11,832.63,34.27,16.47,4.83,0.0
20161127:0909,222.81,937.32,37.43,18.0,4.83,0.0
20161127:1009,216.41,915.02,36.75,19.0,4.62,0.0
20161127:1109,195.33,823.54,32.37,19.63,4.34,0.0
20161127:1209,152.63,638.38,25.03,19.89,4.0,0.0
20161127:1309,99.04,417.37,15.63,19.82,3.72,0.0
20161127:1409,10.77,61.92,4.85,19.0,3.03,0.0
20161127:1509,0.0,0.0,0.0,17.14,3.1,0.0
20161127:1609,0.0,0.0,0.0,15.62,3.52,0.0
20161127:1709,0.0,0.0,0.0,14.61,3.86,0.0
20161127:1809,0.0,0.0,0.0,13.94,4.07,0.0
20161127:1909,0.0,0.0,0.0,14.01,4.28,0.0
20161127:2009,0.0,0.0,0.0,13.59,4.41,0.0
20161127:2109,0.0,0.0,0.0,13.18,4.34,0.0
20161127:2209,0.0,0.0,0.0,12.77,4.21,0.0
20161127:2309,0.0,0.0,0.0,12.39,4.14,0.0
20161128:0009,0.0,0.0,0.0,12.09,4.14,0.0
20161128:0109,0.0,0.0,0.0,11.91,4.07,0.0
20161128:0209,0.0,0.0,0.0,11.61,4.0,0.0
20161128:0309,0.0,0.0,0.0,11.34,4.0,0.0
20161128:0409,0.0,0.0,0.0,11.09,3.93,0.0
20161128:0509,32.77,153.06,8.55,11.25,3.93,0.0
20161128:0609,102.8,421.39,18.9,13.44,3.93,0.0
20161128:0709,161.66,661.14,27.67,16.36,5.1,0.0
20161128:0809,196.77,817.45,34.08,18.26,5.31,0.0
20161128:0909,218.42,921.66,37.24,19.61,5.17,0.0
20161128:1009,211.81,899.7,36.59,20.61,4.76,0.0
20161128:1109,190.68,809.07,32.24,21.31,4.34,0.0
20161128:1209,150.75,636.62,24.94,21.71,3.79,0.0
20161128:1309,96.84,413.14,15.56,21.66,3.03,0.0
20161128:1409,28.67,142.32,4.8,21.06,2.14,0.0
20161128:1509,0.0,0.0,0.0,19.42,2.28,0.0
20161128:1609,0.0,0.0,0.0,17.78,0.0,0.0
20161128:1709,0.0,0.0,0.0,16.54,0.0,0.0
20161128:1809,0.0,0.0,0.0,15.6,2.62,0.0
20161128:1909,0.0,0.0,0.0,15.6,2.97,0.0
20161128:2009,0.0,0.0,0.0,15.02,2.9,0.0
20161128:2109,0.0,0.0,0.0,14.5,3.03,0.0
20161128:2209,0.0,0.0,0.0,13.92,2.97,0.0
20161128:2309,0.0,0.0,0.0,13.37,2.9,0.0
20161129:0009,0.0,0.0,0.0,13.09,3.03,0.0
20161129:0109,0.0,0.0,0.0,12.77,2.97,0.0
20161129:0209,0.0,0.0,0.0,12.88,2.83,0.0
20161129:0309,0.0,0.0,0.0,13.28,2.83,0.0
20161129:0409,0.0,0.0,0.0,13.4,2.69,0.0
20161129:0509,12.92,69.18,8.38,13.8,2.83,0.0
20161129:0609,19.47,95.26,18.72,15.73,2.97,0.0
